AxQM.Concrete.cnotMatrix_conj_pauliZ1	7af379dd9769b68a
AxQM.Concrete.cnotMatrix_conj_pauliZ2	23b446dcc5fdebc9
AxQM.Concrete.codeProjector_isCorrectableErrorSet	19e20cb9f085360f
AxQM.Concrete.concat_stabilizedSubspace_finrank	81baf4b7612730ba
AxQM.Concrete.counting_query_needs_linear_oracle_calls	7fc3922131e4e89b
AxQM.Concrete.cssStabilizer_isCorrectableErrorSet_of_correctsErrors	72bbba935c47ba96
AxQM.Concrete.dampedRho_eq_kraus	aa8af8c2e60b3cd7
AxQM.Concrete.dampedRho_hasDerivAt	2a2d99e791ef7a53
AxQM.Concrete.dampedRho_zero	d4b2995fcf491fce
AxQM.Concrete.dephasingOperation_eq_operatorSum	0eee538c0c14d932
AxQM.Concrete.depolChannel_apply_one	4588ad6b932b52bf
AxQM.Concrete.dipolarCoupling_matrixSphericalAverage	1d0ce1a08ac7d14d
AxQM.Concrete.dipoleOverlap_ne_zero_imp_delta_l	cd18f77b01db5eb1
AxQM.Concrete.dipoleOverlap_ne_zero_imp_delta_m	c05a68639b42d4af
AxQM.Concrete.dualRailADChannel_apply_dualRail	88a06efe5137e556
AxQM.Concrete.dualRailErrCombined_not_completeness	ad45e0fe278e38f4
AxQM.Concrete.dualRailFaithful_completeness	91e4e9f100e18733
AxQM.Concrete.dualRailVec_inner_ketZeroZero	8c267e15ffbf5ec7
AxQM.Concrete.encodedZOp_independentGenerators	1f237bb74e19db1e
AxQM.Concrete.encodingCircuit_standardForm_achievable	1a2b9d5ecc8b7314
AxQM.Concrete.entropy_fairCoin_div_log_two	6c4b54be3fa7e94f
AxQM.Concrete.entropy_fairDie_div_log_two	60552264959c05be
AxQM.Concrete.entropy_lt_entropy_fairCoin_of_ne_uniform	9e031c6208cc0c52
AxQM.Concrete.entropy_lt_entropy_fairDie_of_ne_uniform	333363ecf46f8b45
AxQM.Concrete.exists_abc_decomposition	0efd9145c78a6274
AxQM.Concrete.exists_circuit_form_cyclotomic	47be09dea71e7ce7
AxQM.Concrete.exists_circuit_form_gaussian	e53499ff77c73737
AxQM.Concrete.exists_isEffectivePureManifold	c300e3ecfe429dbd
AxQM.Concrete.exists_mem_specialOrthogonalGroup_symmetric_factor	e33dd21d70e530f3
AxQM.Concrete.exists_ne_unitary_conj_twoQubitGenerators_eq	a1d171df32abca25
AxQM.Concrete.exists_pauliString_conj_flip	d5966f7c826ea82c
AxQM.Concrete.exists_pow_opNorm_sub_lt	9bbcad0dbbc6ce43
AxQM.Concrete.exists_simCost_le_mul_sq_length	949e55051d3c92f4
AxQM.Concrete.exists_smul_rotAxis_triple_of_perp	e7d7688e82309b1d
AxQM.Concrete.exists_specialOrthogonalGroup_symmetric_factor_det_neg	1536d876e164fa86
AxQM.Concrete.exists_unitary_two_level_decomposition_length_ge	f01628de5e645193
AxQM.Concrete.exists_xy_decomposition	55df683207e97730
AxQM.Concrete.exists_zyMatrixForm	b588af29848edb87
AxQM.Concrete.exists_zy_decomposition	70f2c888a8e978a1
AxQM.Concrete.exp_matFourThreeLog	5adc07b0e3be1762
AxQM.Concrete.exp_neg_I_smul_rabiHamiltonian	873c846ca5469f27
AxQM.Concrete.factoringFastOpBound_isLittleO_cubic	d1701c978e3c1c8c
AxQM.Concrete.factoringTotalOpCount_isBigO_of_fastMul	952acc7be5c22645
AxQM.Concrete.fidelity_not_lower_bound_of_albertiProduct	930a714610139869
AxQM.Concrete.finrank_tracelessSelfAdjoint_matrix_two_pow	8d0fd6b3bff7ebae
AxQM.Concrete.fiveQubitCode_isCorrectableErrorSet	48f53d046bb36feb
AxQM.Concrete.fiveQubitStdGen_checkRow_span_eq	3cbd700ae627dd4a
AxQM.Concrete.fiveQubitStdGen_xPart_pivot_identity	32d10f5fb08922e6
AxQM.Concrete.flattenFin4_pauliI_kronecker_pauliX	31da3e69d4cd85ca
AxQM.Concrete.flattenFin4_pauliX_kronecker_pauliI	763df8e6fb138616
AxQM.Concrete.flattenFin4_pauliX_kronecker_pauliZ	d6e43e3dac2a793c
AxQM.Concrete.fockBeamKraus_completeness	1201fe2ce432964a
AxQM.Concrete.fockBeamKraus_eq_prop_col	1bfd0fab74f00f30
AxQM.Concrete.fockBeamKraus_norm	73fbd5b14a403aa1
AxQM.Concrete.fockDampingKraus_completeness	5266f81fdcafd4cc
AxQM.Concrete.four_le_card_of_specifiesAffineBloch	32d49d7104364a11
AxQM.Concrete.four_pow_half_order_ne_neg_one_zmod_ninetyOne	6792bb46be7e3299
AxQM.Concrete.four_pow_half_order_zmod_ninetyOne	1988d938be7f5242
AxQM.Concrete.functionOfPauliDot_decomposition	a61840698b76f4f7
AxQM.Concrete.gcd_four_pow_half_order_pred_ninetyOne	ab2118765150e003
AxQM.Concrete.groverPhaseShift_eq_two_ketBraZero_sub_one	b458a72e9d6dd858
AxQM.Concrete.hadamardABC_A_mul_B_mul_C_eq_one	7879804d83d0de2f
AxQM.Concrete.hadamardC_eq_expPiDivTwo_smul_rotX_rotY	f8ce4eef5748f099
AxQM.Concrete.hadamardC_mul_pauliX_mul_hadamardC	1f3bb58967d47853
AxQM.Concrete.hadamardC_mul_pauliY_mul_hadamardC	a4386c8802a77c46
AxQM.Concrete.hadamardC_mul_pauliZ_mul_hadamardC	89aca03a2157f4a6
AxQM.Concrete.hadamardC_mul_tMatrix_mul_hadamardC	2085ede4efe1c903
AxQM.Concrete.hadamardPow_apply_eq	1b9eeec6432946f3
AxQM.Concrete.hadamardPow_two_submatrix	eed2280027a52a10
AxQM.Concrete.hammingGenerator_isGenerator	05472df0abddc169
AxQM.Concrete.heisenbergEvolution_pi	8e943a47d6ccc5e8
AxQM.Concrete.hyperfineCoupledBasis_conjTranspose_mul_self	8c605beaf7b2d1ba
AxQM.Concrete.hyperfineFSq_eq	716fff1ebabc41e8
AxQM.Concrete.hyperfineFSq_mulVec_coupledF1n1	5f20b16b87aeeed6
AxQM.Concrete.hyperfineFSq_mulVec_coupledF1p1	273869e38342a55a
AxQM.Concrete.hyperfineFSq_mulVec_coupledF1z	2dfb7ae40786c62a
AxQM.Concrete.hyperfineFSq_mulVec_coupledF2n1	57e31fd3130c7fcd
AxQM.Concrete.hyperfineFSq_mulVec_coupledF2n2	3158c0b75ce2acf4
AxQM.Concrete.hyperfineFSq_mulVec_coupledF2p1	c0fa00d6046c72f3
AxQM.Concrete.hyperfineFSq_mulVec_coupledF2p2	669ea9d7ef218492
AxQM.Concrete.hyperfineFSq_mulVec_coupledF2z	d4977318201a2792
AxQM.Concrete.hyperfineFx_eq	6f8d106765fd3062
AxQM.Concrete.hyperfineFy_eq	bec0619af6de8280
AxQM.Concrete.hyperfineFz_eq	c04622690a4a4078
AxQM.Concrete.hyperfineFz_mulVec_coupledF1n1	92b45bf41d462b30
AxQM.Concrete.hyperfineFz_mulVec_coupledF1p1	d56789afd22be0f9
AxQM.Concrete.hyperfineFz_mulVec_coupledF1z	f885ec05090ddf5d
AxQM.Concrete.hyperfineFz_mulVec_coupledF2n1	b8ecd4e8038f1759
AxQM.Concrete.hyperfineFz_mulVec_coupledF2n2	382709ab80cd75c8
AxQM.Concrete.hyperfineFz_mulVec_coupledF2p1	460700c05a271677
AxQM.Concrete.hyperfineFz_mulVec_coupledF2p2	770a454af748cd16
AxQM.Concrete.hyperfineFz_mulVec_coupledF2z	9eb12d9764351b60
AxQM.Concrete.inner_vecOneOneC2_vecOneNegOneC2_eq_zero	c63e3ff1b3c2e313
AxQM.Concrete.inversionAboutMean_mulVec_apply	9f7e76537ef0f8b6
AxQM.Concrete.isLeast_needsOrderFinding	b7749726100fda84
AxQM.Concrete.isPauliNormalizer_eq_smul_cliffordCircuit_bigO	a928a5ddb0772f22
AxQM.Concrete.isPauliNormalizer_eq_smul_cliffordCircuit_length_le	8e78a5f1baaabf6a
AxQM.Concrete.isPauliNormalizer_singleQubit_eq_smul_cliffordCircuit	a2d0e6be14c71b43
AxQM.Concrete.kerrSinglePhotonAbsorptionProb	d5dfb48e4c1d8fb1
AxQM.Concrete.kerrTwoPhotonAbsorptionProb	79d57ee10f49e884
AxQM.Concrete.kerrTwoPhotonPhase_arg	e0b8bfad55e490e5
AxQM.Concrete.linearIndependent_genRow_encXRow	605ee9a38ded16a1
AxQM.Concrete.locatedPauliErrors_isCorrectableErrorSet	7666f94e8cfb744c
AxQM.Concrete.locatedPauliErrors_isCorrectableErrorSet_of_dist_ge	5973d0a2e512484e
AxQM.Concrete.logicalLabelCircuit_conj_logicalLabelRho	f51141306a001b52
AxQM.Concrete.logicalLabelCircuit_mem_unitaryGroup	1b5e4b4d62663cf2
AxQM.Concrete.matFourThreeLog_isHermitian	8784bdf1127ad441
AxQM.Concrete.matFourThreeSqrt_mul_self	f5550f2198170825
AxQM.Concrete.matFourThreeSqrt_posDef	4575bef43786328b
AxQM.Concrete.mem_stabilizer_conjTranspose	8b7a2b53c421403c
AxQM.Concrete.modMulMatrix_mem_unitaryGroup	989d60fe49384b64
AxQM.Concrete.ninetyOne_not_isPerfectPower	adba0cccbd5dd75c
AxQM.Concrete.ninetyOne_odd	f08b2e1d11352986
AxQM.Concrete.nmrGroverIteration_markedOne	4d841d21ddecce8e
AxQM.Concrete.nmrGroverIteration_markedThree	b2d5864706eac54b
AxQM.Concrete.nmrGroverIteration_markedTwo	48f155fb5ec533fe
AxQM.Concrete.nmrGroverIteration_markedZero	d4eaf645b10243f1
AxQM.Concrete.nmrQuartet_lineCount	0c1f8e936ee031fa
AxQM.Concrete.nmrQuartet_relativeMagnitudes	a1e007727ea1ca13
AxQM.Concrete.nmrTomographyExperiments_three	48abc211c99010be
AxQM.Concrete.normalizer_eq_centralizer_of_negOne_notMem	0f915de1469942c5
AxQM.Concrete.not_forall_unit_nonParallel_exists_smul_rotAxis_triple	b076337ee8750e64
AxQM.Concrete.not_isSqrt2ScaledIn_gaussian_tMatrix	766c438aa5383502
AxQM.Concrete.not_linearIndependent_dependentTripleC2	782b0863e5064eb7
AxQM.Concrete.opticalHadamardCircuit_eq_smul_hadamardC	522cf755c1c36438
AxQM.Concrete.opticalHadamardCircuit_mulVec_oneZero	9e1d87b86426c62c
AxQM.Concrete.opticalHadamardCircuit_mulVec_zeroOne	6ee8374fcb707fdc
AxQM.Concrete.orPoly_represents_orFun	2b27f1a133bf5afd
AxQM.Concrete.orderFindingStateV_eq_orderFindingStateU	4d83b90a3efc8531
AxQM.Concrete.orderOf_five_zmod_twentyOne	49cdcf8c366a9866
AxQM.Concrete.orderOf_four_zmod_ninetyOne	9127a1c5197e05ef
AxQM.Concrete.pauliAverage_blochMatrix	794740ea13719144
AxQM.Concrete.pauliAverage_one	3451d78fd4645ba5
AxQM.Concrete.pauliAverage_pauliX	c3c037588b57ad54
AxQM.Concrete.pauliAverage_pauliY	77104501d958bf3a
AxQM.Concrete.pauliAverage_pauliZ	3f7e54ed40e09c09
AxQM.Concrete.pauliDot_conjSum_eq_zero	77c49f04718b523a
AxQM.Concrete.pauliDot_conjSum_twoAxis_eq_zero	ffd1a0fbf479b80e
AxQM.Concrete.pauliI_eq_ketBra	380ce847a46446a0
AxQM.Concrete.pauliI_kronecker_pauliX_ne_pauliX_kronecker_pauliI	3eb392bff0bf3dc6
AxQM.Concrete.pauliSigma_lie	faea5ced65e0ea24
AxQM.Concrete.pauliSigma_mul	3c222b7ad5597ff5
AxQM.Concrete.pauliString_commute_iff_symplecticForm	14d7611bb0b249d2
AxQM.Concrete.pauliX_eq_ketBra	de37c5d62a4b6b82
AxQM.Concrete.pauliX_eq_outerSelf_sub	95ad7b8a3902c177
AxQM.Concrete.pauliX_lie_pauliY	3ce6d870c03b5758
AxQM.Concrete.pauliX_mulVec_xMinus	19bf851ee2dec16d
AxQM.Concrete.pauliX_mulVec_xPlus	50c5c6be2f941771
AxQM.Concrete.pauliX_mul_pauliY_mul_pauliX	45549607fca07c4f
AxQM.Concrete.pauliX_mul_zEvolution_mul_pauliX	50e82bc54f926f90
AxQM.Concrete.pauliX_trace	9fe8e1bbf0875caa
AxQM.Concrete.pauliY_eq_ketBra	595b243bfdb3c90f
AxQM.Concrete.pauliY_eq_outerSelf_sub	dd78e6704c66cf87
AxQM.Concrete.pauliY_lie_pauliZ	421cdd224d8d9dc9
AxQM.Concrete.pauliY_mulVec_yMinus	5f675167d60c4976
AxQM.Concrete.pauliY_mulVec_yPlus	e6bb5ee997177cea
AxQM.Concrete.pauliY_trace	7dde7e323a14f613
AxQM.Concrete.pauliZ_eq_ketBra	c172cd2708d0bb89
AxQM.Concrete.pauliZ_eq_outerSelf_sub	e12d7e8205d50dd9
AxQM.Concrete.pauliZ_lie_pauliX	9f3d8e3c5a347fff
AxQM.Concrete.pauli_anticomm	cb634b0a75486adf
AxQM.Concrete.phaseDampCNOTChannel_eq_phaseDampKrausTilde	08a9c2c07b66805c
AxQM.Concrete.phaseDampCNOTChannel_eq_phaseFlipChannel	77d9de4a34d37001
AxQM.Concrete.phaseDampChannel_apply_one	eb870a602c63c489
AxQM.Concrete.phaseDampMixingUnitary_mem_unitaryGroup	dcdde1440364cb46
AxQM.Concrete.phaseDamp_unitaryFreedom	34326cf608574557
AxQM.Concrete.phaseDampedElem_eq	a87350ee48f5b2ac
AxQM.Concrete.phaseDampingCircuit_models_phaseDamping	d24137c1a75f1688
AxQM.Concrete.piEighthCircuitOut_measure_one	a6e76acd5f76d043
AxQM.Concrete.piEighthCircuitOut_measure_zero	8909a823c70e050f
AxQM.Concrete.polarExampleLeftFactor_eq_sqrt	901e54c824117112
AxQM.Concrete.polarExampleMat_eq_left_polar	00ac829ed32ac87a
AxQM.Concrete.polarExampleMat_eq_right_polar	110dbea0f6cdc433
AxQM.Concrete.polarExampleRightFactor_eq_sqrt	9acaae1049d3334e
AxQM.Concrete.polarExampleUnitary_mem_unitaryGroup	65fb3ffc2410d3d4
AxQM.Concrete.projZeroOp_not_blochAffine	77f7795511f91317
AxQM.Concrete.projZeroOp_not_tracePreserving	65910795eacfba84
AxQM.Concrete.qftApproxErrorBound_isTheta	dcecb18746906ea3
AxQM.Concrete.qftFactorG13_isTwoLevelUnitary	10c10eed87c55b6e
AxQM.Concrete.qftFactorH01_isTwoLevelUnitary	9481f6407aee9688
AxQM.Concrete.qftFactorH02_isTwoLevelUnitary	edceab272030ddb6
AxQM.Concrete.qftFactorH23_isTwoLevelUnitary	bcc404ade80e807a
AxQM.Concrete.qftFactorSwap_isTwoLevelUnitary	d3e5cb5ec2716d4e
AxQM.Concrete.qftFour_eq_prod	6800304c2ba4009c
AxQM.Concrete.rabiUnitary_apply_zero_zero	5a85eeacac0bff8a
AxQM.Concrete.refocusPulse_mul_zEvolution_mul_refocusPulse	39b99492ed2cd203
AxQM.Concrete.rotAxis_mul_rotAxis	5bf201a7685409ce
AxQM.Concrete.rotAxis_mul_rotAxis_stated_order_printed_false	79822aa10897be25
AxQM.Concrete.rotAxis_opNorm_sub	2a7c1e9493effebc
AxQM.Concrete.rotComposeCos_self_axisZ	98ce7479f5a8ec15
AxQM.Concrete.rotComposeVec_self_axisZ	4c7ec01ca9a0c68d
AxQM.Concrete.rotX_eq	3f977acca0c91167
AxQM.Concrete.sMatrix_conj_pauliX	2cb6323bcb9377ff
AxQM.Concrete.sMatrix_conj_pauliZ	9783be1378b8b2bf
AxQM.Concrete.samplingEstimatorStddev_eq	b6f913cd9b1f3399
AxQM.Concrete.samplingEstimator_needs_linear_samples	ba392e0d31435120
AxQM.Concrete.shearMatrix_not_diagonalizable	4ce5435818b088cd
AxQM.Concrete.shorStdGen_bottom_xPart_zero	1625879bd6737a72
AxQM.Concrete.shorStdGen_checkRow_span_eq	c74e9ceb53e80ca0
AxQM.Concrete.shorStdGen_top_zPart_zero	beab8c9db3c80627
AxQM.Concrete.shorStdGen_xPart_pivot_identity	405ccf20fe82cd54
AxQM.Concrete.shorStdGen_zPart_middle_identity	59e9015013ea5a47
AxQM.Concrete.sin_groverAngle	4131fe4360fec5cc
AxQM.Concrete.spin32_comm_ix_iy	86355356cee794b7
AxQM.Concrete.spin32_comm_iy_iz	0bada5888d685852
AxQM.Concrete.spin32_comm_iz_ix	3e9374e753202149
AxQM.Concrete.spinFlipChannel_eq_kraus	9a00bcc27190c7bc
AxQM.Concrete.spontaneousEmissionChannel_eq_ampDampChannel	74fb897df261fd23
AxQM.Concrete.sqrtSwapHeisCNOT_eq	367337bb20878e52
AxQM.Concrete.sqrtSwapHeis_eq	4e2fea85003dbb07
AxQM.Concrete.sqrtSwapHeis_mul_self	6db13ded995e4825
AxQM.Concrete.stabilizedSubspace_finrank	c885b67639360a6c
AxQM.Concrete.stabilizerDistilledVec_bothHalves	da2cb7b212152cdf
AxQM.Concrete.stabilizerDistilledVec_error_corrected_of_weight_le	bcdd93b0b6d7c7e6
AxQM.Concrete.stabilizerDistilledVec_normSq_eq_two_pow	56e5cb82d600467b
AxQM.Concrete.stabilizerGenerators_independent_iff_checkRow_linearIndependent	7bf4bd28fce16f7a
AxQM.Concrete.stabilizer_le_normalizer	6f142a2ea16ebd6b
AxQM.Concrete.steaneRecovery_pauliMulIndex_singleError	fdaf452ed24db73e
AxQM.Concrete.steaneRecovery_steaneSyndrome	8d7f64759380b535
AxQM.Concrete.steaneStdLogicalX_checkRow	5b1882d1adba446e
AxQM.Concrete.symplecticForm_encXRow_encXRow	6683b9ab501d7ce5
AxQM.Concrete.symplecticForm_encXRow_encZRow	d895076c659e22fb
AxQM.Concrete.symplecticForm_encXRow_genRow	0fa986fd4db7fe71
AxQM.Concrete.tCtrl_mul_cnotMatrix_comm	20d4a96b9ffd80fa
AxQM.Concrete.tMatrix_conj_pauliX	fc81190fa2bc5e8a
AxQM.Concrete.tMatrix_conj_pauliX_eq_expNeg_smul_sxMatrix	3cca56381a9299f4
AxQM.Concrete.tMatrix_conj_pauliZ	9bce5d7b0c95fedc
AxQM.Concrete.tMatrix_mulVec_hadamardC_mulVec_ket_zero	623572399d270d81
AxQM.Concrete.tMatrix_mul_pauliX_ne_expNeg_smul_sxMatrix	3c0a465ae36e9df2
AxQM.Concrete.teleportation_Xbasis	25def615ad33445c
AxQM.Concrete.teleportation_Zbasis	3ae480b25b0b56fd
AxQM.Concrete.temporalLabelCircuit_conjTranspose_conj_temporalLabelRho1	657c1dc4fc578eda
AxQM.Concrete.temporalLabelCircuit_conj_temporalLabelRho1	6ce2fced2e4e08ae
AxQM.Concrete.toMatrix_swapOperator_hadamard	008b4c6372d30d11
AxQM.Concrete.toMatrix_swapOperator_std	c236dc65c3b035b4
AxQM.Concrete.toMatrix_swapOperator_std_ne_hadamard	ccca1be49e30365c
AxQM.Concrete.tomographyComplete_univ	ff35027e075f33cf
AxQM.Concrete.totalJSq_eq	3975716f0236e241
AxQM.Concrete.totalJSq_mulVec_coupledSinglet	c694051925a76bb1
AxQM.Concrete.totalJSq_mulVec_coupledTripletMinus	5c47f0ef757dcf4e
AxQM.Concrete.totalJSq_mulVec_coupledTripletPlus	49de368257254c59
AxQM.Concrete.totalJSq_mulVec_coupledTripletZero	251888462734c82a
AxQM.Concrete.totalJz_eq	1a1631bfd6de4ecf
AxQM.Concrete.totalJz_mulVec_coupledSinglet	fb480f4acabde1ba
AxQM.Concrete.totalJz_mulVec_coupledTripletMinus	5c56c8168ea01307
AxQM.Concrete.totalJz_mulVec_coupledTripletPlus	21af26933127a471
AxQM.Concrete.totalJz_mulVec_coupledTripletZero	4730553684a42d27
AxQM.Concrete.totalSpin_lie	b1333080bf3f785a
AxQM.Concrete.twoQubitCNOT_conj_pauliY_kron_pauliI	79c7de665650d3da
AxQM.Concrete.twoQubitCNOT_conj_pauliY_kron_pauliI_eq_mul	bc295361feac2003
AxQM.Concrete.unitVecOneNegOneC2_eq_norm_inv_smul	64652f370e0e1384
AxQM.Concrete.unitVecOneOneC2_eq_norm_inv_smul	849fc8f76557e3ac
AxQM.Concrete.unitary_eq_smul_of_conj_twoQubitGenerators	23c39fe41e573493
AxQM.Concrete.vecKron_xPlus_vecKron_xPlus_xPlus	e623f47be0b0f78e
AxQM.Concrete.vecKron_xPlus_vecKron_xPlus_xPlus_eq_sum	267ee3301e7604fe
AxQM.Concrete.vecKron_xPlus_xPlus	5e6c1f69d8bd125d
AxQM.Concrete.vecKron_xPlus_xPlus_eq_sum	4615733e0a2d9125
AxQM.Concrete.zRefocusAverage_dipolarCoupling	fd006f51fd720071
AxQM.Ensemble.IsMinimalFor.prob_eq_inv_pseudoInverseExpectation	70e05a9d51f5e0ae
AxQM.Ensemble.bornProb_refMeasurement_purify	a76f7fba6897a5e7
AxQM.Ensemble.exists_orthonormalBasis_refMeasurement_recovers_ensemble	4b517abb65effda5
AxQM.Ensemble.postMeasurement_refMeasurement_purify_reducedLeft	804910ee4e68a03d
AxQM.Ensemble.purify_reducedLeft	097832863e51f6bb
AxQM.Ensemble.toState_eq_iff_unitarilyRelated	69b017dbf132f6eb
AxQM.Ensemble.toState_surjective	d06dff4886e1af7e
AxQM.Evolution.exists_hamiltonian_generator_spectrum_Icc	c9f47d2d63982463
AxQM.Evolution.exists_op_eq_phase_smul_rotAxisGate	1af5048e6de81dee
AxQM.Evolution.exists_pauliString_trotter_approximation_explicit	5fc4aac961c3d437
AxQM.Evolution.exists_pauliString_trotter_circuit_gateCount	1a455115d85e8272
AxQM.IsChannel.existsUnique_fixedPoint_of_strictlyContractive	e0794e0e98d6b570
AxQM.IsChannel.exists_fixedPoint	73943687db50d0eb
AxQM.Measurement.IsProjective.unreadState_op	e747bba3ce3aa0b9
AxQM.Measurement.IsProjective.vonNeumannEntropy_unreadState_eq_iff	3d4f3bad60c485b0
AxQM.Measurement.IsProjective.vonNeumannEntropy_unreadState_ge	e8aba1583a8874fb
AxQM.Measurement.bornProb_eq_trace_opElement	9ba7b8db3cc68d3d
AxQM.Measurement.exists_unitary_op_eq_comp_sqrt_toPOVM_elements	54fa2205148e585b
AxQM.Measurement.isProjective_of_isSelfPOVM	22a5879e5f1ff7e9
AxQM.Measurement.postMeasurement_op_eq_opElement_div	82c7680e899aaeb9
AxQM.Measurement.unreadState_reducedLeft_onRight	2ed398c611d57215
AxQM.Observable.exists_norm_prod_pauliStringHamiltonian_propagator_sub_le	2622ce4d1b97cf89
AxQM.Observable.exists_real_pauliString_expansion	e9bb8fb63bcf6267
AxQM.Observable.op_mul_projMinus	68cd1bae21ecd679
AxQM.Observable.op_mul_projPlus	c3cf146681b8c4f3
AxQM.Observable.postMeasMinus_hasEigenstate	5eaa1f2450d611b7
AxQM.Observable.postMeasPlus_hasEigenstate	d75ac879e0a45e74
AxQM.Observable.postMeasurement_signMeasurement_minus	d3c134dc0e7ea9e8
AxQM.Observable.projMinus_apply_eq_self	565df6694a78fcae
AxQM.Observable.projPlus_apply_eq_self	bd45c518c469295f
AxQM.Observable.propagator_op_mem_unitary	7cfa9d0c1a02db67
AxQM.Observable.symmTrotterStep_gateError_le	4e8e224f59369468
AxQM.Observable.symmTrotterStep_gateError_pow_le	b7d768cd035b498c
AxQM.OneWayLOCC.of_exists_transforms_pureState	0189aaab39076866
AxQM.OneWayLOCC.of_transforms_pureState	8bc92fab2dfb38ea
